users.devtodev_ID,payments.Date,payments.devtodev_ID,payments.Amount_in_USD
40115,1.59661E+12,40115,1.99
40115,1.59661E+12,40115,3.99
40115,1.59661E+12,40115,3.99
40115,1.59665E+12,40115,17.99
40115,1.59665E+12,40115,17.99
65185,1.59681E+12,65185,3.99
65185,1.59681E+12,65185,17.99
65185,1.59681E+12,65185,1.99
65185,1.59681E+12,65185,3.99
40115,1.59683E+12,40115,3.99
40115,1.59683E+12,40115,3.99
90053,1.59738E+12,90053,3.99
90053,1.59739E+12,90053,3.99
95319,1.59761E+12,95319,17.99
95319,1.5977E+12,95319,1.99
40112,1.59771E+12,40112,17.99
95514,1.59773E+12,95514,3.99
40066,1.59777E+12,40066,3.99
40066,1.5978E+12,40066,3.99
40066,1.5979E+12,40066,19.99
40066,1.5979E+12,40066,17.99
40066,1.59791E+12,40066,3.99
40066,1.59791E+12,40066,3.99
40066,1.59791E+12,40066,3.99
40066,1.598E+12,40066,3.99
110051,1.59802E+12,110051,4.1692357
110051,1.59803E+12,110051,4.1692357
110051,1.59803E+12,110051,4.1692357
110460,1.59815E+12,110460,3.99
110474,1.59816E+12,110474,19.99
110474,1.59816E+12,110474,17.99
110460,1.59816E+12,110460,1.99
110685,1.59821E+12,110685,17.99
110685,1.59822E+12,110685,3.99
110850,1.59826E+12,110850,5.0918164
110850,1.59826E+12,110850,5.0918164
110850,1.59826E+12,110850,2.4739158
110850,1.59826E+12,110850,2.4739158
111100,1.59831E+12,111100,5.0918164
115063,1.59838E+12,115063,17.99
30305,1.59641E+12,30305,22.232021
30305,1.59641E+12,30305,22.232021
40112,1.59659E+12,40112,17.99
40181,1.59662E+12,40181,17.99
60008,1.59672E+12,60008,3.99
65081,1.59681E+12,65081,1.99
40112,1.59685E+12,40112,17.99
15059,1.59598E+12,15059,2.4340363
15059,1.59598E+12,15059,2.4340363
15129,1.596E+12,15129,1.99
20016,1.59603E+12,20016,4.6500764
20016,1.59603E+12,20016,4.6500764
115471,1.59846E+12,115471,24.87989
115471,1.59847E+12,115471,5.096513
70585,1.59707E+12,70585,3.99
95539,1.59773E+12,95539,3.99
95539,1.59782E+12,95539,3.99
105252,1.59785E+12,105252,3.99
105252,1.59785E+12,105252,17.99
105252,1.59785E+12,105252,1.99
105252,1.59786E+12,105252,3.99
105252,1.59786E+12,105252,3.99
105252,1.59793E+12,105252,3.99
105252,1.59793E+12,105252,3.99
105252,1.59793E+12,105252,17.99
105252,1.59793E+12,105252,1.99
110150,1.59807E+12,110150,3.99
110589,1.59819E+12,110589,4.64697
30182,1.59628E+12,30182,5.1082516
30182,1.59628E+12,30182,5.1082516
30182,1.59628E+12,30182,5.1082516
30182,1.59628E+12,30182,5.1082516
30182,1.59628E+12,30182,22.310846
30182,1.59628E+12,30182,2.4819012
30182,1.59629E+12,30182,22.310846
30182,1.59629E+12,30182,22.310846
30182,1.59629E+12,30182,2.4819012
30194,1.5963E+12,30194,3.99
30194,1.5963E+12,30194,3.99
30194,1.5963E+12,30194,3.99
30475,1.59644E+12,30475,3.99
70095,1.59685E+12,70095,3.99
70095,1.59685E+12,70095,9.99
70095,1.59685E+12,70095,3.99
70095,1.59685E+12,70095,3.99
70095,1.59685E+12,70095,17.99
20033,1.59605E+12,20033,17.99
20033,1.59611E+12,20033,1.99
115033,1.5984E+12,115033,3.99
115326,1.59843E+12,115326,3.99
115326,1.59843E+12,115326,3.99
115326,1.59843E+12,115326,3.99
115326,1.59843E+12,115326,3.99
115326,1.59843E+12,115326,3.99
115326,1.59843E+12,115326,1.99
115326,1.59843E+12,115326,3.99
115306,1.59843E+12,115306,3.99
115326,1.59843E+12,115326,3.99
115306,1.59843E+12,115306,3.99
115326,1.59843E+12,115326,3.99
115326,1.59843E+12,115326,3.99
111187,1.59843E+12,111187,3.99
30239,1.59632E+12,30239,19.99
30239,1.59632E+12,30239,17.99
30239,1.59633E+12,30239,17.99
30287,1.59635E+12,30287,24.849092
30287,1.59644E+12,30287,5.0902042
30287,1.59644E+12,30287,5.0902042
30287,1.59644E+12,30287,5.0902042
40107,1.59659E+12,40107,3.99
70196,1.59691E+12,70196,1.99
70196,1.59691E+12,70196,3.99
70196,1.59692E+12,70196,1.99
70196,1.59693E+12,70196,3.99
70559,1.59706E+12,70559,19.99
70559,1.59707E+12,70559,3.99
70559,1.59708E+12,70559,17.99
85028,1.59725E+12,85028,3.99
95368,1.59763E+12,95368,18.08178
95393,1.59765E+12,95393,17.99
95380,1.59768E+12,95380,3.99
95380,1.59768E+12,95380,3.99
95380,1.5977E+12,95380,3.99
95380,1.5977E+12,95380,3.99
95368,1.5978E+12,95368,4.1602945
105332,1.59788E+12,105332,4.1602945
105332,1.59788E+12,105332,18.179502
105332,1.59788E+12,105332,9.843758
105332,1.59788E+12,105332,18.179502
105332,1.59788E+12,105332,18.179502
105520,1.59794E+12,105520,19.99
105520,1.59794E+12,105520,17.99
110500,1.59816E+12,110500,3.99
110500,1.59816E+12,110500,3.99
110500,1.59816E+12,110500,3.99
110500,1.59817E+12,110500,17.99
110287,1.5982E+12,110287,20.0414
110500,1.59825E+12,110500,17.99
115033,1.59837E+12,115033,3.99
115033,1.59837E+12,115033,3.99
115407,1.59845E+12,115407,3.99
30137,1.59624E+12,30137,17.99
30137,1.5964E+12,30137,17.99
30477,1.59649E+12,30477,22.229025
30137,1.59649E+12,30137,17.99
65077,1.59676E+12,65077,4.134472
65077,1.59676E+12,65077,4.134472
65077,1.59676E+12,65077,4.134472
65077,1.59676E+12,65077,2.101125
65077,1.59676E+12,65077,4.134472
70142,1.5969E+12,70142,34.99
70142,1.5969E+12,70142,35.99
70142,1.59691E+12,70142,34.99
70252,1.59693E+12,70252,3.99
70252,1.59693E+12,70252,3.99
70252,1.59694E+12,70252,3.99
70142,1.59698E+12,70142,34.99
70428,1.59701E+12,70428,3.99
70428,1.59701E+12,70428,3.99
75013,1.59715E+12,75013,19.99
75013,1.59715E+12,75013,17.99
75013,1.59715E+12,75013,3.99
75013,1.59715E+12,75013,17.99
95289,1.59759E+12,95289,1.99
105582,1.59797E+12,105582,3.99
110135,1.59806E+12,110135,3.99
110172,1.59808E+12,110172,3.99
110172,1.59808E+12,110172,1.99
110172,1.59809E+12,110172,3.99
110135,1.59811E+12,110135,3.99
110289,1.59812E+12,110289,3.99
110289,1.59812E+12,110289,3.99
110468,1.59815E+12,110468,5.0918164
110940,1.59828E+12,110940,17.99
111250,1.59835E+12,111250,22.234407
111267,1.59835E+12,111267,5.09075
111267,1.59835E+12,111267,5.09075
111233,1.59838E+12,111233,24.87989
111233,1.59838E+12,111233,5.096513
111233,1.59843E+12,111233,5.096513
111233,1.59845E+12,111233,5.096513
50097,1.59702E+12,50097,3.99
90014,1.59736E+12,90014,3.99
105123,1.59779E+12,105123,2.4814742
105123,1.59779E+12,105123,22.307009
105123,1.59783E+12,105123,5.107373
105123,1.59784E+12,105123,22.307009
105123,1.59786E+12,105123,5.107373
105123,1.59788E+12,105123,22.307009
30154,1.59788E+12,30154,4.6822658
110012,1.59801E+12,110012,3.99
110012,1.59801E+12,110012,3.99
110054,1.59802E+12,110054,1.99
110012,1.59804E+12,110012,3.99
110617,1.5982E+12,110617,3.99
110892,1.59827E+12,110892,3.99
30204,1.5963E+12,30204,5.1082516
30417,1.59641E+12,30417,5.0902042
30422,1.59641E+12,30422,89.99
30417,1.59641E+12,30417,22.232021
30417,1.59642E+12,30417,2.4731324
30417,1.59642E+12,30417,22.232021
30417,1.59642E+12,30417,22.232021
65114,1.59677E+12,65114,1.99
115104,1.59839E+12,115104,17.99
110745,1.59843E+12,110745,5.096513
115369,1.59844E+12,115369,4.655066
115369,1.59844E+12,115369,4.655066
115369,1.59844E+12,115369,4.655066
65170,1.59681E+12,65170,4.6664896
70026,1.59682E+12,70026,3.99
70172,1.59689E+12,70172,3.99
70172,1.59689E+12,70172,3.99
70172,1.59689E+12,70172,17.99
70172,1.59689E+12,70172,1.99
70172,1.59689E+12,70172,3.99
65170,1.59689E+12,65170,4.6664896
90035,1.59737E+12,90035,4.1473556
95134,1.5975E+12,95134,5.078647
15024,1.59811E+12,15024,2.5006285
110648,1.5982E+12,110648,19.99
110648,1.59821E+12,110648,17.99
110660,1.59821E+12,110660,24.856964
110660,1.59821E+12,110660,5.0918164
110745,1.59823E+12,110745,5.0918164
110745,1.59823E+12,110745,2.4739158
110745,1.59823E+12,110745,2.4739158
110745,1.59823E+12,110745,2.4739158
110745,1.59823E+12,110745,2.4739158
111079,1.59831E+12,111079,5.0918164
70053,1.59692E+12,70053,17.99
70053,1.59693E+12,70053,1.99
70053,1.59701E+12,70053,3.99
70053,1.59701E+12,70053,3.99
70053,1.59703E+12,70053,3.99
95251,1.59757E+12,95251,2.4733493
80059,1.5976E+12,80059,4.137931
80059,1.5976E+12,80059,4.137931
95398,1.59766E+12,95398,5.0906506
95398,1.59774E+12,95398,5.097588
105043,1.59777E+12,105043,5.107373
105043,1.59777E+12,105043,5.107373
105043,1.59777E+12,105043,2.4814742
110014,1.59812E+12,110014,5.146796
110014,1.59812E+12,110014,5.146796
110014,1.59812E+12,110014,2.5006285
110014,1.59812E+12,110014,5.146796
110014,1.59812E+12,110014,5.146796
110646,1.59822E+12,110646,17.99
110646,1.59822E+12,110646,1.99
30384,1.59641E+12,30384,17.99
30384,1.59641E+12,30384,89.99
60025,1.59672E+12,60025,3.99
60025,1.59672E+12,60025,17.99
60025,1.59682E+12,60025,3.99
60025,1.59682E+12,60025,17.99
70053,1.59683E+12,70053,17.99
70053,1.59683E+12,70053,1.99
70053,1.59686E+12,70053,17.99
20043,1.5961E+12,20043,3.99
20043,1.59614E+12,20043,1.99
20043,1.5962E+12,20043,17.99
20043,1.5962E+12,20043,3.99
30115,1.59622E+12,30115,3.99
40093,1.59658E+12,40093,3.99
70461,1.59702E+12,70461,1.99
70461,1.59702E+12,70461,1.99
70461,1.59702E+12,70461,1.99
70573,1.59707E+12,70573,3.99
70573,1.59707E+12,70573,3.99
70573,1.59707E+12,70573,1.99
70573,1.59707E+12,70573,3.99
70573,1.59707E+12,70573,3.99
70573,1.59709E+12,70573,3.99
70573,1.59709E+12,70573,3.99
70573,1.5971E+12,70573,3.99
80112,1.59721E+12,80112,3.99
80112,1.59722E+12,80112,3.99
85049,1.59727E+12,85049,3.99
85113,1.5973E+12,85113,5.068107
85113,1.5973E+12,85113,5.068107
90037,1.59737E+12,90037,18.122963
80112,1.59727E+12,80112,17.99
80112,1.59738E+12,80112,17.99
95016,1.59743E+12,95016,4.150287
95016,1.59743E+12,95016,4.150287
95151,1.59751E+12,95151,3.99
95162,1.59752E+12,95162,17.99
95162,1.59752E+12,95162,17.99
105046,1.59777E+12,105046,17.99
95162,1.59813E+12,95162,17.99
110600,1.5982E+12,110600,17.99
111088,1.59831E+12,111088,3.99
111088,1.59831E+12,111088,17.99
111088,1.59831E+12,111088,3.99
111088,1.59831E+12,111088,9.99
115110,1.59839E+12,115110,3.99
115110,1.59839E+12,115110,3.99
115451,1.59846E+12,115451,17.99
85013,1.59724E+12,85013,17.99
45026,1.59724E+12,45026,1.99
85013,1.59726E+12,85013,19.99
85013,1.59726E+12,85013,17.99
85013,1.59726E+12,85013,17.99
85013,1.59726E+12,85013,3.99
30427,1.59741E+12,30427,3.99
30427,1.59741E+12,30427,3.99
30427,1.59743E+12,30427,3.99
30427,1.59743E+12,30427,1.99
30427,1.59743E+12,30427,3.99
30427,1.59744E+12,30427,1.99
30427,1.59745E+12,30427,3.99
105336,1.59788E+12,105336,5.107373
105336,1.59788E+12,105336,5.107373
105336,1.59788E+12,105336,22.307009
105336,1.59788E+12,105336,2.4814742
105336,1.59788E+12,105336,5.107373
105336,1.59788E+12,105336,5.107373
105336,1.5979E+12,105336,5.1514993
105336,1.59791E+12,105336,5.1514993
105336,1.59791E+12,105336,5.1514993
105336,1.59791E+12,105336,5.1514993
105336,1.59791E+12,105336,5.1514993
105336,1.59792E+12,105336,2.5029135
105336,1.59792E+12,105336,25.148321
105336,1.59792E+12,105336,5.1514993
105336,1.59792E+12,105336,5.1514993
105336,1.59792E+12,105336,2.5029135
105468,1.59792E+12,105468,5.1514993
105468,1.59792E+12,105468,5.1514993
105468,1.59792E+12,105468,5.1514993
105468,1.59792E+12,105468,2.5029135
105468,1.59792E+12,105468,5.1514993
105468,1.59793E+12,105468,5.1514993
105420,1.59799E+12,105420,1.99
110031,1.59801E+12,110031,5.146796
110105,1.59804E+12,110105,3.99
110105,1.59807E+12,110105,3.99
110467,1.59816E+12,110467,3.99
110467,1.59816E+12,110467,1.99
110467,1.59816E+12,110467,1.99
110467,1.59816E+12,110467,1.99
110105,1.59821E+12,110105,3.99
110836,1.59825E+12,110836,4.64697
30405,1.59641E+12,30405,1.99
40142,1.5966E+12,40142,1.99
45015,1.59664E+12,45015,3.99
45015,1.59664E+12,45015,3.99
45015,1.59664E+12,45015,17.99
45015,1.59664E+12,45015,9.99
45015,1.59664E+12,45015,17.99
45015,1.59665E+12,45015,17.99
45015,1.59665E+12,45015,17.99
40142,1.59679E+12,40142,3.99
20088,1.59614E+12,20088,3.99
20088,1.59615E+12,20088,3.99
20088,1.59622E+12,20088,17.99
70703,1.59712E+12,70703,4.1042185
70689,1.59718E+12,70689,19.99
70689,1.5972E+12,70689,17.99
70689,1.59721E+12,70689,3.99
110138,1.5981E+12,110138,19.99
110138,1.5981E+12,110138,3.99
20088,1.59813E+12,20088,17.99
110879,1.59827E+12,110879,5.0918164
110879,1.59827E+12,110879,22.239063
110777,1.5983E+12,110777,3.99
30320,1.59637E+12,30320,3.99
30320,1.59637E+12,30320,3.99
30320,1.59641E+12,30320,3.99
65024,1.59673E+12,65024,22.295506
65024,1.59674E+12,65024,24.92005
65024,1.59674E+12,65024,22.295506
65024,1.59674E+12,65024,22.295506
65024,1.59674E+12,65024,22.295506
30320,1.59675E+12,30320,3.99
30320,1.59675E+12,30320,3.99
30320,1.59685E+12,30320,3.99
30320,1.59686E+12,30320,3.99
115357,1.59844E+12,115357,5.096513
115357,1.59844E+12,115357,5.096513
115357,1.59844E+12,115357,22.259577
70501,1.59703E+12,70501,3.99
105345,1.59791E+12,105345,3.99
105345,1.59792E+12,105345,3.99
105345,1.59799E+12,105345,3.99
105345,1.59801E+12,105345,3.99
110555,1.59819E+12,110555,5.0918164
110555,1.59819E+12,110555,5.0918164
110718,1.59822E+12,110718,19.99
110718,1.59822E+12,110718,17.99
30019,1.59614E+12,30019,3.99
115237,1.59841E+12,115237,17.99
70729,1.59712E+12,70729,17.99
70729,1.59713E+12,70729,17.99
70729,1.59713E+12,70729,1.99
70729,1.59713E+12,70729,17.99
70729,1.59713E+12,70729,3.99
70729,1.59713E+12,70729,1.99
85046,1.59726E+12,85046,3.99
95320,1.59761E+12,95320,3.99
95320,1.59763E+12,95320,17.99
95320,1.59763E+12,95320,1.99
95369,1.59764E+12,95369,17.99
95320,1.59767E+12,95320,3.99
95369,1.59772E+12,95369,17.99
95320,1.5978E+12,95320,17.99
95369,1.59798E+12,95369,17.99
95369,1.59807E+12,95369,17.99
110390,1.59813E+12,110390,17.99
110637,1.5982E+12,110637,3.99
110516,1.5982E+12,110516,2.4739158
110637,1.5982E+12,110637,3.99
110637,1.59821E+12,110637,3.99
110637,1.59821E+12,110637,3.99
110952,1.59829E+12,110952,18.20783
111109,1.59831E+12,111109,3.99
115051,1.59838E+12,115051,4.151166
30314,1.59637E+12,30314,20.549007
30314,1.59638E+12,30314,2.3804755
30314,1.59638E+12,30314,20.549007
40011,1.59656E+12,40011,5.0907435
40011,1.59656E+12,40011,5.0907435
30019,1.59656E+12,30019,3.99
40011,1.59661E+12,40011,5.0907435
65073,1.59676E+12,65073,3.99
111279,1.5984E+12,111279,17.99
70370,1.59716E+12,70370,3.99
70370,1.59716E+12,70370,3.99
105299,1.59793E+12,105299,17.99
105299,1.59808E+12,105299,17.99
105299,1.59816E+12,105299,17.99
110811,1.59825E+12,110811,3.99
110970,1.5983E+12,110970,3.99
111119,1.59832E+12,111119,4.166777
40006,1.59655E+12,40006,24.851727
40006,1.59655E+12,40006,5.0907435
40006,1.59655E+12,40006,5.0907435
40006,1.59655E+12,40006,22.234379
40006,1.59655E+12,40006,22.234379
40006,1.59656E+12,40006,5.0907435
40006,1.59657E+12,40006,22.234379
40006,1.59657E+12,40006,5.0907435
30055,1.59617E+12,30055,3.99
30445,1.59694E+12,30445,3.99
70145,1.59695E+12,70145,3.99
70145,1.59695E+12,70145,1.99
70145,1.59696E+12,70145,1.99
70388,1.59699E+12,70388,3.99
70388,1.597E+12,70388,3.99
70388,1.597E+12,70388,3.99
70388,1.597E+12,70388,3.99
70388,1.597E+12,70388,1.99
70388,1.597E+12,70388,3.99
70388,1.597E+12,70388,3.99
70388,1.59701E+12,70388,3.99
30445,1.59745E+12,30445,3.99
95571,1.59774E+12,95571,3.99
95571,1.59777E+12,95571,89.99
105286,1.59786E+12,105286,5.107373
105521,1.59794E+12,105521,17.99
105521,1.59797E+12,105521,3.99
105521,1.59798E+12,105521,3.99
105286,1.59802E+12,105286,5.146796
105286,1.59802E+12,105286,2.5006285
105286,1.59802E+12,105286,5.146796
110279,1.59812E+12,110279,5.146796
110548,1.59818E+12,110548,5.0918164
110548,1.59818E+12,110548,5.0918164
110548,1.59818E+12,110548,5.0918164
110548,1.59819E+12,110548,22.239063
110548,1.5982E+12,110548,2.4739158
110548,1.5982E+12,110548,5.0918164
110548,1.59821E+12,110548,22.239063
105286,1.59836E+12,105286,5.09075
30445,1.59643E+12,30445,3.99
30445,1.59651E+12,30445,3.99
70145,1.59687E+12,70145,1.99
